,"﻿""Country Name""",Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
64541,Greece,GRC,GDP per capita (Current US$),NY.GDP.PCAP.CD,533.686381233,597.287321012,630.613941294,701.620417753,784.954348433,888.921997905,981.65239447,1052.12099277,1134.35615148,1284.21231559,1494.38785525,1652.32659926,1899.67527251,2502.81435849,2828.7484322,3153.23530575,3390.54548359,3886.37425271,4694.63368335,5705.9492742,5893.66180979,5380.26768284,5579.23477159,5019.87865266,4852.56572847,4813.71117991,5656.50535607,6564.88450261,7598.02805335,7846.67816401,9600.18512966,10188.3697801,11176.4584363,10401.9829862,11091.2838606,12959.3243187,13749.1151521,13427.8324938,13472.1376415,13245.1894634,12042.9537311,12538.1788278,14110.3133911,18477.5784119,21955.1040912,22551.7357441,24801.1578065,28827.3263555,31997.2820109,29710.970295,26917.7589787,25916.2935289,22242.6819348,21874.8195042,21760.9797995,18070.7767789,17881.5266974
66653,Guatemala,GTM,GDP per capita (Current US$),NY.GDP.PCAP.CD,247.841986232,248.30820847,256.16850673,274.789958024,274.619789707,273.404013704,277.410244611,281.652804931,303.203451304,313.85895777,338.682043021,343.362488928,353.660911339,420.867798176,504.330462406,566.685442717,661.487898407,810.063888697,875.495024017,971.35650905,1081.725043,1152.81780403,1138.75974076,1153.2376796,1177.43645107,1179.80355567,857.009466967,820.038346552,886.800827183,929.314058537,825.807388097,991.862272728,1075.42821718,1147.02643497,1276.33272684,1408.02420344,1472.27534301,1633.96622458,1742.08382368,1608.68408611,1655.58773023,1568.37630826,1701.77149171,1753.34947068,1872.73708329,2077.83438002,2256.56723966,2489.95583632,2794.22615672,2635.75887383,2825.51902943,3187.84146537,3299.60553613,3452.83467077,3687.76376677,3923.57334365,4140.73763498
68237,Guyana,GUY,GDP per capita (Current US$),NY.GDP.PCAP.CD,297.673299079,315.385459503,321.54576714,282.306338502,305.361611188,327.114222692,344.166523485,370.154172302,334.841272849,358.32093655,379.893720547,395.202918939,395.292946834,420.661581672,588.136219914,663.401001911,602.624847335,590.06537045,658.438565168,683.333032744,773.181670775,729.606958834,616.963158851,628.197688849,564.526418036,588.613409428,660.141537394,468.104341007,551.196087547,509.316368216,533.536205389,468.276563018,499.339879603,602.668911999,713.233520234,816.54293288,925.898558168,985.046889015,946.670347422,919.866576623,946.059937167,946.700257256,965.749284085,988.305059067,1048.11053411,1098.45521561,1945.64003427,2326.85195436,2568.61890785,2764.30668603,3044.94808314,3438.82527778,3799.75336438,3941.11466119,4031.53193885,4160.26541483,4531.24352689
68765,Haiti,HTI,GDP per capita (Current US$),NY.GDP.PCAP.CD,70.6611393892,68.739786639,70.0783797913,71.8574077729,77.6950490131,82.7068133912,84.6700986165,83.0326642718,81.1534649513,84.7690973665,70.3387515976,75.6912722414,76.2832816576,94.100438712,112.005996897,132.558886474,167.804293232,177.293711652,178.734288968,194.133733458,243.2483552,254.250498095,247.545576042,266.308352136,291.042347286,314.746025145,355.110644235,306.900401885,383.647921697,393.347584204,436.113616683,479.546196225,305.554258434,249.412072449,282.42206258,359.767656488,365.011007136,411.607371644,450.919282254,494.233655693,462.481438107,413.737737605,393.016060861,329.78209461,387.94289107,465.310386509,505.470620634,615.820230828,674.756414675,668.297604585,662.279518162,740.935845216,766.843762319,810.265607302,830.113881624,814.546395217,734.802591239
69293,Honduras,HND,GDP per capita (Current US$),NY.GDP.PCAP.CD,164.644318729,169.909755119,179.87597256,185.049264517,200.434640544,216.814932588,227.740767689,240.547229866,252.584519943,253.268528696,266.135720383,261.246370337,278.615012666,307.343143839,338.154334357,356.456379602,414.621482561,497.936805718,895.647468446,993.724382944,1078.80682633,1066.16424486,1090.9940518,1110.47125537,1183.01938091,1232.86327993,1287.44343375,1363.00933318,1262.24581283,1128.41510364,993.478040508,911.512379279,942.04552659,912.559156863,836.051540194,936.660927974,888.746282987,951.602576795,1028.15141082,1009.01329868,1088.77986885,1130.40504602,1132.87200088,1157.3042704,1217.65796066,1311.74171443,1437.62878537,1592.57218167,1751.59585651,1815.48949644,1932.85829,2120.5894686,2178.38855524,2136.77171792,2242.7074594,2341.27532009,2375.09632687
69821,"Hong Kong SAR, China",HKG,GDP per capita (Current US$),NY.GDP.PCAP.CD,429.442874392,436.75441152,487.821134051,565.727810358,629.591525784,676.80550711,685.926614135,723.239225617,714.482969581,825.523449142,960.031961511,1106.46971696,1384.73843732,1893.18124189,2144.60771295,2252.11188137,2850.01461018,3429.42027607,3923.94373133,4569.45370724,5700.41263436,5991.32026142,6133.78407861,5595.23513864,6208.22615937,6542.93153674,7435.03069759,9071.33260212,10609.7456395,12097.7751587,13485.544893,15465.8588553,17976.4293828,20395.5173667,22502.579741,23497.4923138,24818.1545524,27330.0333503,25808.9709525,25091.6665998,25756.6637783,25230.216333,24665.8899983,23977.0194517,24928.1003723,26649.7508017,28224.2150609,30594.017841,31515.6627713,30697.3403835,32549.9982311,35142.4879345,36730.8767001,38403.7777145,40315.2855641,42431.8882817,43737.0419709
70877,Iceland,ISL,GDP per capita (Current US$),NY.GDP.PCAP.CD,1414.98226941,1418.12586972,1562.23073046,1831.70565582,2297.9206432,2723.52094989,3215.69417804,3125.64949185,2354.48002671,2039.19629517,2538.18783912,3203.92152365,3955.36530422,5356.79071569,6936.24974646,6358.56170216,7470.9327229,9809.74337431,11070.2685523,12453.3759455,14602.2365302,14913.0024586,13508.6032707,11498.8968253,11782.3650649,12178.0619225,16163.0001049,22120.5547978,24089.7289028,22101.9924991,25008.8494624,26405.9158855,26722.4411935,23230.4717988,23662.8066836,26239.0272986,27261.1716636,27842.6134721,30847.6436969,32148.1501473,31746.0231444,28551.7852665,32024.1856001,39086.7731876,46984.0665424,56250.6828129,56121.322421,68428.3482136,55632.104315,40640.9901953,41851.7354773,46181.9529381,44562.8180241,48023.6269146,52855.140478,51213.6613333,60529.9267569
71405,India,IND,GDP per capita (Current US$),NY.GDP.PCAP.CD,81.2847637497,84.4264369282,88.914918596,100.048591709,114.315160959,118.063382459,89.0535834865,95.3307829387,98.8312346895,106.49637941,111.257570648,117.360738098,121.692288585,142.270081321,161.763010637,156.380095043,159.40779845,184.272874926,203.558704554,221.687947434,263.84071977,267.711010272,271.333596149,288.307169715,273.901826604,293.488647105,307.395346034,337.063996179,350.672739061,342.723898139,363.96408732,300.096636588,313.860110098,298.217663833,342.717518681,370.101355305,396.014612286,411.387720785,409.194385866,437.58611782,438.864630447,447.013896579,466.200804226,541.135227872,621.318376719,707.008019014,792.025969759,1018.166373,991.484630405,1090.31776454,1345.77015321,1461.67195734,1446.98540954,1452.19537323,1576.00401818,1606.03828499,1717.47387803
73517,Ireland,IRL,GDP per capita (Current US$),NY.GDP.PCAP.CD,685.61471238,739.276406443,797.006288354,852.135301718,965.135422677,1023.77372641,1074.50650555,1152.00495215,1124.51663608,1291.34992029,1488.29476245,1705.97266095,2082.9568979,2427.17236142,2519.94175388,2976.96102205,2923.07975591,3431.17759443,4405.25622781,5436.46501833,6380.06966832,5993.32311995,6168.01653983,5922.32600872,5698.84433038,6018.93522619,8121.88651281,9593.38855903,10728.7039481,11189.2009071,14048.1065755,14104.0786856,15733.2043903,14674.6149593,15921.9752702,19181.4009713,20860.5976507,22542.8120062,24263.2400596,26284.2807987,26241.5144887,28227.2770502,32539.9552075,41107.031057,47630.9264948,50878.6395176,54306.9131006,61359.6450798,61257.8968903,52104.0347231,48671.8882936,52186.4962699,49042.3382535,51773.1113696,55412.9285967,61807.6703738,64100.4299523
74573,Israel,ISR,GDP per capita (Current US$),NY.GDP.PCAP.CD,1229.17474764,1436.38443936,1094.63584823,1257.81140535,1375.89225589,1429.31460528,1513.88360593,1468.12386157,1647.87727435,1852.39253852,2369.08764851,2186.05408928,2786.37229987,3453.8590604,4836.91145988,4443.94597202,4295.74724031,4806.4489344,4562.66539136,5680.19017433,6228.61491167,6463.27142426,6903.01602907,7571.11802723,7008.52668501,6495.06059144,7928.24661437,9372.03579074,11273.923436,11040.6007062,12658.1540594,13645.2253422,14752.2746305,14437.301151,15985.7632889,18096.1622194,19317.8710401,19658.1326309,19423.7532317,19133.0481978,21042.9816003,20299.1377342,18427.6070244,18964.2236437,19892.0595094,20557.1240782,21827.8231724,24889.1683615,29531.5721632,27709.1175379,30642.9406175,33689.8385336,32525.9565867,36291.2321105,37539.9518167,35690.963078,37180.8498115
75101,Italy,ITA,GDP per capita (Current US$),NY.GDP.PCAP.CD,804.492623346,887.336744604,990.260152163,1126.019337,1222.54454046,1304.45381662,1402.44235441,1533.69287749,1651.9393768,1813.38812576,2099.91429122,2298.00453916,2662.32635074,3194.67928059,3609.20119743,4093.44660432,4019.79586113,4588.41434458,5591.99142734,6967.22777299,8429.02315341,7597.68879854,7531.59762752,7806.73900719,7714.18520446,7964.32863739,11277.6916754,14187.7742454,15692.7262341,16332.6094873,20757.0886782,21884.1043715,23166.8040627,18676.9525789,19273.84417,20596.3885758,23020.09994,21779.6243667,22252.3580862,21936.8231294,20051.2421548,20400.8111115,22196.5067547,27387.226315,31174.5610879,31959.2629519,33410.7474398,37698.7866484,40640.1838582,36976.8455341,35849.3731979,38334.68385,34814.1251168,35370.2752584,35396.6657242,30180.3215147,30668.981429
75629,Jamaica,JAM,GDP per capita (Current US$),NY.GDP.PCAP.CD,429.325853115,453.129464894,463.95969918,485.319298337,518.889723102,553.526947051,616.053610722,636.708074337,593.702762458,644.143307829,749.06169522,808.746099785,969.10364122,969.094194942,1188.71663297,1410.64215226,1443.25428384,1561.95051137,1255.87426688,1137.07758661,1238.72108682,1355.60814421,1473.40111242,1591.83192285,1027.98676518,898.053974028,1166.33901402,1381.50572157,1599.43862714,1829.51923763,1894.29275929,1666.01363677,1432.20052431,2171.7842586,2156.39841298,2576.94375817,2875.88607775,3237.58699093,3355.79780448,3359.38445542,3381.93932092,3428.45677252,3596.49933885,3465.22008913,3719.97350995,4082.24076238,4311.85108022,4621.8564174,4903.18444391,4303.53979576,4685.58831982,5093.97254753,5208.99608877,4976.84878096,4839.89210431,4925.41585895,4883.8602701
76157,Japan,JPN,GDP per capita (Current US$),NY.GDP.PCAP.CD,478.995340163,563.586759839,633.640315174,717.866915231,835.657252484,919.776688185,1058.50356091,1228.9092104,1450.61965234,1669.09819991,2037.55990149,2272.07780221,2967.04199624,3997.84112039,4353.82435517,4659.12011499,5197.80669677,6335.78762668,8821.84349179,9105.13609673,9465.37971403,10361.323058,9578.11380328,10425.4068209,10984.8658285,11584.6493269,17111.8537325,20745.2520919,25051.8543154,24813.2993783,25359.3470203,28925.0415757,31464.5490462,35765.9140887,39268.5668686,43440.3678679,38436.9263119,35021.7190917,31902.7670955,36026.556075,38532.0408753,33846.4656414,32289.3505361,34808.3909177,37688.7223359,37217.6487279,35433.9889637,35275.2284313,39339.2975732,40855.1756355,44507.6763859,48167.9972685,48603.4766498,40454.4474579,38109.4121126,34567.7456751,38972.3406391
77741,Kenya,KEN,GDP per capita (Current US$),NY.GDP.PCAP.CD,97.6215305792,94.835264895,100.604266651,104.012736327,108.558944553,104.992162299,118.556354467,121.380811268,128.857730659,134.193736329,142.497089289,152.553219253,174.397614055,199.694493132,228.758418157,241.672321213,248.240042229,309.35353901,351.636742847,398.036767204,446.574454322,405.550967156,366.274950685,327.817644909,326.936462551,312.196025352,355.231344691,377.418462601,382.02240525,365.974753542,366.300890877,337.122188889,328.839313699,223.334800609,269.248701255,330.804330184,427.951267276,452.984806842,473.432721195,421.432884571,403.979713221,401.776361179,395.849351119,436.68753566,458.884355149,519.799934599,697.006638521,839.10811167,916.899251501,920.081625175,967.350454886,987.445396712,1155.02058271,1229.10106949,1335.12314843,1355.05547101,1462.50374329
79325,"Korea, Rep.",KOR,GDP per capita (Current US$),NY.GDP.PCAP.CD,158.236636232,93.816208641,106.133999009,146.294590315,123.588455464,108.70382321,133.449807989,161.11576484,198.365658262,243.334402147,279.125197455,300.764837098,323.596152479,405.882926555,561.567186844,615.201418512,830.699185095,1050.89800282,1398.47875561,1773.52684644,1704.4697393,1870.33873423,1977.64163552,2180.49484424,2390.67315174,2457.32799701,2803.36876363,3510.99001977,4686.1373251,5736.90380726,6516.30575939,7523.47700162,8001.54099186,8740.94560257,10205.807466,12332.9793518,13137.9080702,12131.8747043,8085.32352838,10409.3268882,11947.5791282,11252.9075541,12782.5255347,14209.3885193,15907.665834,18639.5222054,20888.3801505,23060.7078837,20430.6394601,18291.9195979,22086.9529193,24079.7885239,24358.7821758,25890.0186699,27811.3663838,27105.0762263,27608.2474287
83021,Lesotho,LSO,GDP per capita (Current US$),NY.GDP.PCAP.CD,40.6055353025,41.2012136877,47.4502225384,52.3443123037,56.7129433676,58.7785664105,59.544747694,60.9985412262,61.9720916323,65.183500903,66.5394949204,72.5324911668,75.1768325288,110.241719192,134.222128699,129.980848715,125.159968769,159.652648961,214.387669483,227.266332474,329.406493519,323.131104785,253.20204409,274.169466995,231.005203286,182.467308985,212.594959401,264.035014128,303.425601401,314.338815126,371.844238711,430.909677153,498.484477788,491.420534143,506.997778391,568.816383776,529.366960661,551.24105881,506.994604897,493.249377401,474.8197906,437.819015427,407.809390719,603.636278328,781.514595393,862.946308366,915.77574863,865.799330203,879.298274201,878.165423387,1157.34109192,1350.64325216,1281.61150774,1192.99876553,1218.46610643,1154.35521879,1054.26875376
85661,Luxembourg,LUX,GDP per capita (Current US$),NY.GDP.PCAP.CD,2242.01581662,2222.36636636,2311.79884894,2441.0385553,2755.63311653,2780.09271887,2900.43321844,2909.66062937,3175.36736883,3658.90068297,4449.54038678,4591.74750313,5680.12989533,7709.72938688,9282.80810887,9008.02789045,9825.2382664,10855.9818572,13493.8525825,15740.2874971,17113.8422517,14324.8919711,13034.8116601,12810.2188336,12554.4171841,12921.9584211,18789.6570759,23234.566579,26108.3439636,27556.3635886,34645.1432443,37007.4387469,40965.744318,41479.0872044,45481.892202,52831.2523661,52571.9349918,47042.3471078,47584.4643916,51654.4027952,48735.9954922,48179.4208526,52930.6411523,65445.8850307,75716.351079,80289.69641,89739.7116961,106018.492791,114293.843321,103198.669313,104965.306078,115761.507705,106749.013623,113625.1329,119225.380023,101446.786303,100738.684223
87245,Madagascar,MDG,GDP per capita (Current US$),NY.GDP.PCAP.CD,131.993036022,133.847581549,138.119849134,138.40716571,142.659339874,144.484654968,152.107820131,157.476387051,165.478455066,165.011573017,169.070560105,177.498409996,193.128554835,231.436185505,261.035341386,302.149467629,280.679038857,294.933988154,324.384495709,408.937427733,463.731466024,400.705603053,381.865801322,369.472871425,300.53409057,283.985803389,314.746051107,240.955452416,223.011276382,221.682033013,265.676118926,222.153744315,245.864316227,265.93450738,227.836905482,234.494058208,287.356559594,247.129410232,252.465205804,243.252751462,245.939065851,278.555703177,262.285948115,316.79989649,245.123587583,274.819702299,292.150744288,377.848292823,470.733254004,415.689322591,412.730934138,454.963463976,443.906100112,461.723072174,452.463192575,402.08831177,401.742265414
87773,Malawi,MWI,GDP per capita (Current US$),NY.GDP.PCAP.CD,45.033152609,47.1825468301,48.3866532591,49.2795373685,49.1333880028,56.5345892344,62.6231425768,63.3070510806,56.0945870276,59.2739989161,63.1079718013,77.2700103676,83.5587370697,88.9107541603,106.710652021,115.859228774,122.887971792,143.27607508,163.433674712,176.780884518,200.8176855,195.602085405,181.989814407,183.624246034,175.177145908,156.889658141,155.22721095,145.699578535,159.770133411,174.851358838,199.285933155,228.556258434,184.950608693,212.245519342,120.629324399,141.027906131,225.626284719,256.527676239,163.533501155,160.799028762,153.259508675,146.761539725,290.979897688,260.105251698,274.225629402,280.367384227,297.709596899,320.276495511,372.848780444,420.747205069,458.865430123,512.170232041,374.502932561,332.921024865,354.318989806,362.658197651,300.307748766
88301,Malaysia,MYS,GDP per capita (Current US$),NY.GDP.PCAP.CD,234.916892903,225.916444134,230.247932193,279.708407864,289.00498041,310.327762929,321.097473074,317.428918355,323.408202374,347.378659181,357.661864303,383.674801251,445.351180288,661.019269774,799.923151545,764.555063201,886.215472772,1027.27419761,1246.5358912,1576.02936904,1774.73630961,1769.12693888,1852.33098065,2047.88263557,2234.35647718,2000.14597756,1728.54355867,1947.44237116,2071.4548796,2215.36450028,2440.59180137,2652.14422427,3111.97687916,3431.37018622,3726.34066695,4328.00001769,4797.29137098,4637.320481,3263.520983,3493.4652294,4045.17047136,3915.11504596,4167.36438654,4463.67589343,4955.47774271,5593.8229954,6222.98295482,7269.17114042,8513.62954141,7326.74443486,9071.35698672,10405.1206191,10779.5075073,10882.2891042,11183.7294321,9655.13737655,9515.19431809
90941,Mauritania,MRT,GDP per capita (Current US$),NY.GDP.PCAP.CD,107.915026768,121.969678278,122.252270294,121.576294437,157.611041182,174.096088732,176.478941621,181.720347701,194.443050288,178.925964939,182.214984671,191.935658517,217.5880401,266.160614527,321.332170129,358.185842815,383.461626222,384.127867689,375.876375851,432.087125068,462.191763962,473.732776003,461.635180284,471.374434345,422.438546945,385.997894283,441.159912223,486.280733072,497.855700346,496.717863866,502.231752787,692.349647641,683.833773992,568.210797944,581.909834272,608.186974686,601.773465378,567.222846598,539.425359834,534.715944425,477.476102359,464.229758018,460.954232182,528.580661341,602.547285983,697.745286444,944.130485053,1013.31014892,1182.97865482,1044.48982319,1201.75629071,1389.67100999,1365.7778218,1450.57794904,1326.66865422,1158.25637052,1101.90162664
91997,Mexico,MEX,GDP per capita (Current US$),NY.GDP.PCAP.CD,341.592752701,359.444451185,373.927529106,404.388376886,464.124300994,489.433228478,528.568818639,559.985352672,600.482443466,644.144342196,682.684891278,729.726938414,814.735155827,965.073908897,1218.51754715,1445.64698362,1421.60051969,1271.47463375,1552.10167589,1987.32863045,2957.56215282,3718.14587131,2542.73714942,2104.66932484,2431.51259915,2523.50059057,1704.58716603,1832.73471771,2212.51071085,2645.23594404,3060.68521348,3596.38601931,4088.30921388,5526.86050704,5715.4099986,3828.71702288,4294.97898335,5143.96112007,5327.81190128,5984.34106789,6959.38871701,7341.88247782,7398.80102021,6903.9491877,7310.96163086,8089.4090364,8859.71535392,9412.82793949,9765.71702802,7792.24772968,9016.45792715,9912.58236161,9940.46856103,10400.563158,10582.4105262,9298.24287787,8450.49401035
95165,Morocco,MAR,GDP per capita (Current US$),NY.GDP.PCAP.CD,164.800779039,158.924091337,181.183703096,196.534112346,201.269365602,206.465152226,196.342203678,202.900886066,212.810684952,232.198578735,246.088042821,265.267153449,302.598394368,364.622368609,438.916408545,502.544832944,523.837337002,589.70010787,689.381855884,808.541482539,1077.24294157,860.468325849,835.140189545,748.866787113,667.333180574,659.833501846,838.433571101,918.628862594,1063.76077513,1068.32571442,1202.5675307,1263.06008042,1295.42263161,1195.59532217,1322.87040006,1428.06618233,1556.78638737,1393.2241493,1469.0319451,1444.98905464,1332.38235798,1336.77537621,1413.75717607,1721.97386303,1948.8122748,2013.75555927,2191.47856747,2494.35355249,2884.94776015,2861.55400467,2834.2047199,3039.91601556,2904.74672773,3111.76288654,3154.51348421,2847.28556871,2892.77556055
97805,Nepal,NPL,GDP per capita (Current US$),NY.GDP.PCAP.CD,50.5151404451,52.0418806217,55.2850368882,47.0939471531,46.2425117015,67.3708701351,81.6220892878,74.4001918438,66.9508382507,67.0529928889,72.1770656121,72.0991668255,81.9316470327,76.1539365151,93.398451994,118.25088167,106.657459569,99.2657037855,112.640762814,127.087888961,130.579472479,149.228265748,153.482003632,153.193343068,157.898646622,156.656353049,166.70147079,169.170456153,195.09201712,192.703717458,193.476124132,203.765397847,172.00621011,180.109745951,194.889067649,205.69384143,206.433006591,219.684466028,212.468946507,215.980592122,231.425500391,248.618098021,246.307562056,253.720041241,287.400105578,317.089198006,348.631453417,393.884351771,473.844440907,480.720090868,592.183521642,692.116684217,681.792586818,688.617278797,706.238697681,747.160462356,730.983328254
98333,Netherlands,NLD,GDP per capita (Current US$),NY.GDP.PCAP.CD,1068.78458724,1159.39235716,1240.67789437,1328.0366488,1541.94736519,1708.09635649,1835.80142351,1991.36068565,2185.24865889,2446.335454,2889.71479887,3335.4936125,4052.06602962,5277.350026,6358.77238358,7241.88606837,7824.53271087,9049.81248438,11036.707318,12635.1957282,13615.8370737,11373.4126873,10931.3384172,10544.0458966,9849.82196745,9799.44303763,13607.9271903,16496.2959945,17518.0287566,17175.6453684,21019.1256719,21454.8628924,23598.9507649,22827.3000432,24331.7540182,28884.7135222,28698.666016,26404.9867301,27533.6067928,27951.7342893,25921.1279408,26584.1216906,28817.323208,35245.1640747,39954.6422158,41577.1600884,44453.9711946,51241.315617,56928.8204757,51900.3400948,50338.2548274,53540.6053554,49474.7056064,51574.4894185,52157.4068702,44746.3340485,45637.886746
99389,New Zealand,NZL,GDP per capita (Current US$),NY.GDP.PCAP.CD,2312.9499924,2343.29221317,2448.62863326,2622.2202714,2813.54697564,2151.29492695,2191.31254194,2188.39913863,1885.15615176,2077.89554302,2356.54018383,2827.5274971,3381.70267491,4398.37438977,4652.98220178,4214.99671801,4376.34677906,4958.18355903,5963.77368793,6619.80948184,7436.78597066,7733.9582518,7713.70660772,7652.54314471,6787.50946454,7684.05504625,9427.55394035,12319.3851888,13855.4777622,13388.2646768,13670.2006858,12233.1323014,11789.2250063,13076.5405466,15235.9560264,17400.2393749,18794.4360394,17474.0203152,14738.5835372,15322.223834,13640.9888898,13882.8568269,16874.1874918,21913.708172,25420.0704135,27750.7248354,26671.3294177,32510.0826999,31287.7786475,28201.232284,33692.0108347,38426.5508078,39970.2562445,42949.3268417,44560.6403694,38649.3784976,40331.9591048
99917,Nicaragua,NIC,GDP per capita (Current US$),NY.GDP.PCAP.CD,126.136695105,131.405552572,140.62171753,150.708864083,170.805910566,274.670140722,285.460204024,300.094451077,308.359416385,321.550625122,323.834275638,334.284839229,345.45920151,415.884906665,560.8352847,568.671063673,640.697664208,753.195420472,698.873355825,483.902708321,673.663999165,732.435700229,717.551227162,777.604636612,858.054712233,723.577903263,760.014140125,991.828550581,662.954455774,249.844275456,243.56126249,351.398171335,413.919497645,396.797131954,854.549904948,897.7158111,916.518709513,917.128840056,951.873352254,981.020489222,1016.02074305,1043.60075787,1010.14727701,1015.56531373,1091.50515662,1175.11622497,1240.99261674,1344.30187125,1518.80538555,1464.49775357,1526.49793806,1682.95792434,1792.03804485,1847.19804869,1975.46470749,2073.49793802,2143.92589272
100445,Niger,NER,GDP per capita (Current US$),NY.GDP.PCAP.CD,132.65216243,139.341402532,148.192133483,158.721177621,153.266246173,172.047766835,174.364046788,160.59930945,150.387560858,142.704618604,144.090396661,149.547039212,155.781793082,193.060765942,203.572109359,202.262133221,199.537757574,235.198789625,313.916106682,362.511975065,418.861979827,352.188664142,318.015517887,276.130015517,217.43577597,208.299123712,267.551709081,304.89012482,302.424379955,280.546854194,309.586450457,281.396466745,274.286035442,181.690380262,170.809408488,198.452809634,202.421403841,181.295535306,196.725024123,184.346476645,158.405597227,165.250724657,177.820838377,215.805040779,232.566157437,250.038373081,258.046387284,292.559619973,353.238405407,339.770266889,348.1560591,375.582855926,391.518249542,416.140115178,429.790957779,362.752197664,364.160507797
100973,Nigeria,NGA,GDP per capita (Current US$),NY.GDP.PCAP.CD,92.9618001456,96.9804300444,104.388533448,107.542108487,113.170338045,117.190285332,124.309273037,99.4068327312,97.2021478064,121.24603773,224.10745503,160.253709019,209.237493566,252.250242269,402.873479673,438.336261442,556.66077597,536.115095629,527.146642201,661.984282596,873.960732032,2178.98315779,1842.82956251,1221.89944029,901.673597609,881.986731253,638.625136817,597.900891577,548.903440552,473.944399271,567.185915759,502.612106337,476.892640515,270.063596922,321.131332567,407.942488328,461.252376189,479.708752482,469.164396568,497.561969746,567.614357134,590.055302268,741.340314995,794.95290004,1007.32946908,1267.70367707,1655.54452445,1882.47020353,2241.71176285,1890.38912817,2291.36001311,2519.28994084,2745.86675157,2996.9643032,3221.67811591,2729.76277774,2175.656276
102029,Norway,NOR,GDP per capita (Current US$),NY.GDP.PCAP.CD,1441.75566003,1560.32493117,1667.24742978,1775.58265545,1937.88461386,2164.46882337,2317.19488383,2514.04377215,2662.11749153,2875.23584397,3306.21947608,3736.3487375,4413.57569169,5689.5888067,6811.52733653,8204.45151153,8927.20162734,10266.1206719,11462.6415912,13046.5372211,15772.2409074,15512.5067044,15224.8939101,14927.5174766,14989.4857666,15753.5527652,18883.2658027,22505.8977117,24207.281469,24281.0961405,28242.9437385,28596.9330036,30523.9850559,27963.6652188,29315.841907,34875.1973878,37321.4433901,36628.5174156,34788.7785643,36371.3957876,38146.7153917,38549.5893414,43061.1503812,50111.6544495,57570.2691602,66775.3943972,74114.6971501,85170.8621662,97007.9418919,80067.1766383,87770.2668443,100711.224781,101668.170659,103059.248228,97199.9190963,74498.1376393,70890.0355687
103085,Pakistan,PAK,GDP per capita (Current US$),NY.GDP.PCAP.CD,82.5472458034,88.1724193463,89.8377121474,93.9886873871,103.536036231,115.737762174,123.902569045,138.154386213,146.979219586,152.680502885,172.610739158,177.627177141,151.76677024,100.30028838,135.238442587,169.791235727,193.836082366,213.204555524,243.460837001,260.79904506,303.448955667,348.223907549,368.214452845,332.475956852,349.122398143,337.726018974,334.847550219,339.084841224,379.135790045,384.086429045,371.57262192,410.474020885,427.572763505,440.929326497,433.288583635,493.661507956,502.786707447,483.65293659,470.248929466,465.075766143,533.862411434,510.656815731,499.860003292,563.594341966,649.804823294,711.46994627,873.770272718,950.432793144,1039.31208844,1006.60399914,1040.14226788,1226.2153139,1261.20896743,1272.441061,1316.98096583,1428.63762767,1442.28584033
104141,Panama,PAN,GDP per capita (Current US$),NY.GDP.PCAP.CD,474.125821659,513.289061596,542.361563342,583.444527588,608.126690465,648.462224237,686.09119193,742.127379916,775.649580353,827.174446775,889.230098881,974.923278198,1040.78636227,1157.59047601,1287.9117516,1395.42580958,1444.69656753,1489.89433535,1721.69422902,1918.07636887,2332.02148209,2577.61794414,2782.1610015,2791.67115549,2848.95017483,2947.59061063,2996.52301402,2945.07658955,2492.07909422,2446.1631806,2603.78128934,2803.87158115,3122.00368942,3339.83816821,3489.06531336,3494.43693357,3529.78531969,3741.2427587,3974.65065748,4082.61458261,4060.29903506,4046.37283295,4126.14067092,4267.13578011,4591.89277639,4916.54886029,5348.51839895,6165.94505715,7154.14428024,7575.78064388,8080.83822507,9354.97941896,10715.7166113,11879.7565275,12787.3061956,13627.6947542,14366.8528896
104669,Papua New Guinea,PNG,GDP per capita (Current US$),NY.GDP.PCAP.CD,114.636032034,119.316939001,124.688813829,128.999042907,139.645271864,153.903298866,170.797123809,188.363003163,201.847991979,223.666699374,255.396701128,276.829583918,322.875994155,475.935946458,523.632697092,471.340391854,511.221941163,539.785109008,623.336425886,713.77683931,770.465671198,735.056977324,677.668129778,712.991005246,690.984822062,638.617101676,679.705945118,786.413877601,891.543845608,843.260091532,746.507377941,856.29413609,965.265396262,1069.52688371,1153.47737156,947.240710664,1026.45609639,957.653052875,716.181352171,640.282045841,631.945335106,539.00319873,511.659733149,588.350392448,637.368665373,770.56487833,1283.77036426,1440.13030404,1719.51632742,1672.49090787,2004.81811175,2474.06184614,2865.87325211,2800.16902885,2973.27054936,2605.94596917,2353.51158867
